0,1,2
-0.283895657,-0.951457706,4
0.533624372,1.23918071,2
-1.17337815,-0.121258188,4
-1.19338379,0.797747166,1
-0.374902201,-0.399647889,4
-1.1167888,-0.363057976,4
0.0392567929,-1.03949311,4
-0.460496902,0.79220615,1
0.373372234,0.449455588,2
-0.568303256,-1.12326024,4
-0.810825377,-0.67119701,4
-0.223456895,0.501300063,4
0.331395128,-0.881087488,4
1.23187925,0.636307263,2
-0.119438566,-1.7003145,4
-0.356432381,0.817597947,2
0.368396844,-0.489405078,4
-0.255373639,-0.418075333,4
-1.32645347,1.04344987,1
-0.592850474,-0.801421997,4
0.727961902,-1.12489821,3
-2.13511481,1.53256634,1
0.230542073,-0.868803803,4
1.09813977,0.583409537,2
0.83833653,0.617109567,2
0.486438237,0.306669383,2
0.78691544,0.444667097,2
-0.478932579,-0.566539851,4
-0.203300554,0.936879327,2
0.339165831,0.812534012,2
-0.361733276,0.363540549,4
1.18603363,-2.01359716,3
-0.487253757,-0.637446081,4
-0.188698497,-0.582874621,4
0.981411621,1.33941738,2
1.50189299,1.03081206,2
-0.0644426536,-0.381126339,4
1.2883974,1.54321683,2
-0.902379254,0.212912925,4
-0.27594379,0.66219041,2
0.000185875489,-2.22687852,4
-0.136218486,-0.612143582,4
-0.801189309,-0.731571602,4
-1.3111436,-0.111160107,4
-0.182715882,0.345742341,4
1.62577984,0.0982365559,3
1.18754221,-0.988047256,3
0.330896348,1.74147081,2
1.06319463,0.725707477,2
-0.0631172777,0.503138338,2
0.370221639,1.27315366,2
-0.00314443989,-0.264384583,4
0.357484301,-0.0227657772,4
-0.710889392,1.54688358,5
0.762329973,1.33254405,2
-1.55233553,-1.52337441,4
-1.00339689,2.1186214,5
0.722823193,0.335405706,2
0.0912755253,-0.504468641,4
0.0495114934,-0.244690106,4
-1.40309968,-0.512395416,4
-0.77550169,-0.602394114,4
1.24435378,1.05314888,2
-0.0223130848,1.87403279,2
-2.22779816,1.27046867,1
0.044292899,0.597549446,2
1.14098613,0.85149063,2
1.44165046,-0.866600209,3
0.13229514,1.62653413,2
0.0369308441,1.67786453,2
-0.612975983,-1.3540585,4
0.822080441,-0.745448227,3
-1.03015455,1.57828451,5
-1.27392825,-0.119848757,4
-0.422882508,-0.305961769,4
1.05127378,-2.29052289,3
-0.789554501,0.000857037168,4
0.37301874,-0.498468373,4
-0.721550677,-0.522821271,4
1.91021707,-1.52700869,3
0.618671454,0.531270233,2
-1.12104559,2.87688027,5
1.21061741,-0.54861637,3
-1.25680616,-0.0613281706,4
-1.50756706,0.418340765,4
0.711133123,-0.715113895,3
-0.422620092,0.579287166,4
-0.934751978,0.0360387487,4
1.2113565,-0.578726752,3
-1.15320171,-0.0485969087,4
2.62171741,0.701010427,3
-0.0148673284,-0.933967286,4
-0.471193685,0.148297028,4
2.19748594,0.0818579786,3
0.895326539,-0.820358903,3
-0.61711108,1.27571264,1
1.09948335,-1.26033634,3
-0.259602194,0.76275851,2
0.826861357,-0.898524452,3
1.1732806,-0.202972829,3
0.0944652675,1.11263639,2
0.0793685036,0.29170742,2
0.855134983,-1.86820269,3
-0.0333377592,-0.821471683,4
